"star","title","author","date","info_2","info_3","product","date_scraped","verfied","days_to_review","star_rating"
"5.0 out of 5 stars","This is an easy and inexpensive upgrade from an old, mechanical, mercury-containing thermostat","Reviewer","2-24-2015","Size: 1 Pack|Verified Purchase","Installed this to replace a super-old, mercury-containing, mechanically-driven thermostat. The old thermostat had two wires, red and white. I plugged the red wire into the R-hole, and the white wire into the W-hole, put in some batteries and set the temperature. It's so easy to program too!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Honeywell RTH2300B1012/A 5-2 Day Programmable Thermostat / save money.","Todd","12-28-2013","Size: 1 Pack|Verified Purchase","I live in a thatch hut of a house that is very leaky/drafty and in order to be comfortable with the old mercury Honeywell thermostat I had to air condition the house all day while I was gone to work because if I didn't it was 84 degrees until 2 AM. Well that's BS so I got this programmable unit that works great, is accurate, and has save me the price in one month of use. 28 bucks.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"3.0 out of 5 stars","Product died within 2 months...","AZBruin","4-19-2017","Size: 1 Pack|Verified Purchase","Bought two and one died within 2 months... not good to live in AZ and not have functioning AC unit...","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","the old one looked really bad. My husband had never installed a thermostat and ...","Kittysue","7-7-2014","Size: 1 Pack|Verified Purchase","We needed a new thermostat, the old one looked really bad.  My husband had never installed a thermostat and was a little worried about doing it but it was a piece of cake.  It looks great and seems to work perfectly.  We tested it but really won't be using it much until this winter.  Will let you all know if we have any problems with it.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","... old mercury thermostat with this unit and couldn't be happier. Easy to install and operate","D.F.","2-15-2017","Size: 1 Pack|Verified Purchase","I replaced a 40 yr old mercury thermostat with this unit and couldn't be happier.Easy to install and operate.  Great value!","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Easy pizzy!","Donna Beasley","2-25-2017","Size: 1 Pack|Verified Purchase","Easy to install, the Only thing that I would like is if it would be lit up all the time. Other than that easy to operate and set.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Very easy to install","Kathrine","7-1-2015","Size: 1 Pack|Verified Purchase","Very easy to install,  my fiance is an iron worker and had no experience in electrical work, but he was easily able to install it without any hassle.  The programming is kind of dumb,  but i can live with it... lolGreat product for a great price","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Less than a month and it has already paid for itself.","Dave Schneider","9-27-2014","Size: 1 Pack|Verified Purchase","It's smaller than it looks in the pictures, but it works. Much, much better than our old-fashioned dial thermostat.You could buy a Nest for $250 and save enough money to pay for it in a couple years, but this thermostat is nearly as good once it's programmed correctly and will pay for itself in the first month.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great All Around Thermostat","Sharbear","10-28-2016","Size: 1 Pack|Verified Purchase","This is a very basic thermostat but it has everything you need, at a great price. Easy to install and program. Back lighting is a nice plus.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Simple to install, simple to use","Licher","11-22-2013","Size: 1 Pack|Verified Purchase","This was simple to set up.  It came with stickers to label the wires from the previous thermostat which made transferring to the new one easy.  The interface is simple to use and programming it took all of 2 minutes.  The display lights up when buttons are pressed, but with the large temperature display, it's easy to view the temperature without having to turn the display light on.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Simple to install, program and use!","Ramesh Gopal","1-28-2014","Size: 1 Pack|Verified Purchase","I replaced an old Honeywell mercury thermostat with this unit. There were only 2 wires (W and R) so installation was very easy. It works just fine. The only issue I have is that Honeywell does not make the consumer versions in a vertical format. The pro versions are vertical, seem much more complicated to install and are not supported by tech support for DIYselfers.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Work Great, easy to program","Mark, North Georgia USA","12-2-2015","Size: 1 Pack|Verified Purchase","Sorry But I don't have it in me to review is thermostat. This has to be Honeywell number 5 over the last 25 + years. Work Great, easy to program, Purdy white color, Easy to wire and Never a problem. enough said...","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Easy to install and setup","C Fritsche","7-11-2016","Size: 1 Pack|Verified Purchase","As someone who is not trained in any skilled trade like ELEC or HVAC, this was extremely easy to install. Hint: read the instructions. The unit is difficult to separate from the wall plate, but that would be my only ""complaint."" It took slightly more than 5 minutes for me to install it, and maybe 5 more to get it programmed. I got it primarily because I would forget to turn my a/c up when I left the house about once every 1 to 2 weeks, and that really adds up during a TX summer. Now I don't have to worry about forgetting. As long as it keeps running my programmed settings, I'm happy.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","The display is clear and easy to set up","Asaido","3-10-2015","Size: 1 Pack|Verified Purchase","Bought this to replace a thermostat that had broken on me. It takes two AAA batteries which do last a long time. The display is clear and easy to set up. However, if you press on the screen a little too firmly, the ink bleeds a little. After a while, it turns back to normal.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"3.0 out of 5 stars","But it works great and was a simple install","KC Realtor Jon","2-29-2016","Size: 1 Pack|Verified Purchase","Not as programmable as I had with my last thermostat. You can only set a program for week days and weekends not each day of the week. But it works great and was a simple install. Great price.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"4.0 out of 5 stars","Great for making you home more green","Jessica Alvarez","7-1-2016","Size: 1 Pack|Verified Purchase","If you want to lower your electric bill and live more green this thermostat is the way to go! Love the weekday/weekend settings. Nice display as well. Fair price.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Easy install, great product","Kara","1-4-2016","Size: 1 Pack|Verified Purchase","This thermostat came with clear directions and was easy to install in just a few minutes. Very happy with the user-friendly setup and flexible programming options. The backlighting is also really helpful.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Didn't need a bunch of bells and whistles. I ...","missinglink","11-18-2015","Size: 1 Pack|Verified Purchase","Didn't need a bunch of bells and whistles. I was impressed at the variables this cost effective unit provided.Ample configurations allowed for adjusting to my schedule. Works as described.  Very simple set up.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Love and reasonable price easy to install","Sheryl L. Zenzen","1-16-2015","Size: 1 Pack|Verified Purchase","Really easy to program which I love because I have a mon-fri and weekend schedule but I also go away frequently. I can easily reprogram whennoutnof town then reprogram when I get home! Great for conserving energy. Easy to install and fairly small so doesn't take away from home decor.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"3.0 out of 5 stars","Somewhat technical to install but works great","rockinshoe","12-26-2015","Size: 1 Pack|Verified Purchase","Somewhat technical to install but works great! Has weekday and weekend settings but easy to override at any point in time. Lights up when you press any button. Easy to read and extremely easy to program","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,3
"5.0 out of 5 stars","Easy to Install and seems to be working!","Tasha","1-19-2014","Size: 1 Pack|Verified Purchase","I had an older model Honeywell that was working fine, but I really wanted a programmable one. I'm in MN to anything to save on energy bills! I've never tried installing one before and I'm usually not very good with tools, but this one was easy to install and the directions were very clear. I'm really curious to see if it makes a difference on my energy bills.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","Item works great but when the backlight is in you can see ...","Amazon Customer","7-25-2016","Size: 1 Pack|Verified Purchase","Item works great but when the backlight is in you can see where whoever assemble it left finger prints on the backside of the screen. Quite frustrating.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"5.0 out of 5 stars","Best upgrade from the old mercury thermostats","Keith McLeod","10-27-2015","Size: 1 Pack|Verified Purchase","Works as advertised. No bells or whistles It just turns the heat on or off when I tell it to. Out of the box it kicks on at 1° below set point and kicks off a 2° above. if you have an old mercury thermostat buy this.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great affordable product by Honeywell","Krootie","6-11-2013","Size: 1 Pack|Verified Purchase","Great product, easy to install even for a senior couple.  We were replacing a similar programable product which failed after about 10 years.  This Honeywell is smaller in size requiring some plaster and paint repair. But it used the same mounting holes as the previous thermostat.  It too requires programming skills - and as another reviewer suggested - get a youngster if you are a stranger to technology.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","Great Programmable Thermostat","JoePope","9-2-2016","Size: 1 Pack|Verified Purchase","Easy to install and setup.  I bought this for a condo that I rent out to replace and ancient thermostat.Looks great and pretty accurate.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"5.0 out of 5 stars","As expected","Mr.Srt","8-3-2017","Size: 1 Pack|Verified Purchase","Works as expected. Easy to use. No complaints.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,5
"4.0 out of 5 stars","super easy install with two wires","Brian","1-19-2017","Size: 1 Pack|Verified Purchase","super easy install with two wires.  Replaced my old 70s thermostat with this one and took me less than 10 minutes.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
"4.0 out of 5 stars","A really decent thermostat. I subtracted 1 star because ...","John T.","2-19-2015","Size: 1 Pack|Verified Purchase","A really decent thermostat. I subtracted 1 star because one button has to be pushed a bit harder than the other one's. This is the 3rd thermostat (same make & model) that I have had and the other previous 2 did not have this problem. But it's not enough to send it back.","Honeywell_RTH2300B1012_E1","2018-01-31","yes",NA,4
